"item1_1_player","item2_1_player","item3_1_player","item4_1_player","item5_1_player","item6_1_player","item7_1_player"
"Aether Wisp","Doran's Ring","Farsight Alteration","Liandry's Torment","Needlessly Large Rod","Rylai's Crystal Scepter","Sorcerer's Shoes"
"Amplifying Tome","Frost Queen's Claim","Sightstone","Sorcerer's Shoes","Sweeping Lens (Trinket)","void","void"
"Frost Queen's Claim","Liandry's Torment","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes","Sweeping Lens (Trinket)","void"
"Frost Queen's Claim","Giant's Belt","Liandry's Torment","Sorcerer's Shoes","Total Biscuit of Rejuvenation","Warding Totem (Trinket)","void"
"Frostfang","Haunting Guise","Ionian Boots of Lucidity","Needlessly Large Rod","Oracle Alteration","Rylai's Crystal Scepter","Sightstone"
"Boots of Speed","Frost Queen's Claim","Rylai's Crystal Scepter","Vision Ward","Warding Totem (Trinket)","void","void"
"Amplifying Tome","Cloth Armor","Farsight Alteration","Frost Queen's Claim","Ionian Boots of Lucidity","Rylai's Crystal Scepter","void"
"Amplifying Tome","Frost Queen's Claim","Ionian Boots of Lucidity","Oracle Alteration","Ruby Sightstone","Rylai's Crystal Scepter","Vision Ward"
"Amplifying Tome","Frost Queen's Claim","Ionian Boots of Lucidity","Oracle Alteration","Ruby Crystal","Sightstone","Total Biscuit of Rejuvenation"
"Amplifying Tome","Boots of Mobility","Frost Queen's Claim","Giant's Belt","Mejai's Soulstealer","Sightstone","Sweeping Lens (Trinket)"
"Amplifying Tome","Farsight Alteration","Frost Queen's Claim","Giant's Belt","Ionian Boots of Lucidity","Needlessly Large Rod","Sightstone"
"Blasting Wand","Enchantment: Distortion","Frost Queen's Claim","Liandry's Torment","Oracle Alteration","Rylai's Crystal Scepter","Sightstone"
"Abyssal Scepter","Athene's Unholy Grail","Blasting Wand","Doran's Ring","Farsight Alteration","Ionian Boots of Lucidity","Rabadon's Deathcap"
"Boots of Speed","Frost Queen's Claim","Sightstone","Sweeping Lens (Trinket)","Total Biscuit of Rejuvenation","void","void"
"Doran's Ring","Giant's Belt","Liandry's Torment","Sorcerer's Shoes","Total Biscuit of Rejuvenation","Warding Totem (Trinket)","void"
"Blasting Wand","Frost Queen's Claim","Ionian Boots of Lucidity","Needlessly Large Rod","Oracle Alteration","Ruby Sightstone","Rylai's Crystal Scepter"
"Doran's Ring","Ionian Boots of Lucidity","Liandry's Torment","Luden's Echo","Morellonomicon","Warding Totem (Trinket)","Zhonya's Hourglass"
"Amplifying Tome","Corrupting Potion","Farsight Alteration","Ionian Boots of Lucidity","Liandry's Torment","Rod of Ages","void"
"Amplifying Tome","Farsight Alteration","Frostfang","Ionian Boots of Lucidity","Liandry's Torment","Rylai's Crystal Scepter","Total Biscuit of Rejuvenation"
"Amplifying Tome","Doran's Ring","Liandry's Torment","Needlessly Large Rod","Rylai's Crystal Scepter","Warding Totem (Trinket)","deletedItem"
"Banshee's Veil","Doran's Ring","Frost Queen's Claim","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)","void"
"Abyssal Scepter","Enchantment: Captain","Frost Queen's Claim","Liandry's Torment","Rylai's Crystal Scepter","Sightstone","Sweeping Lens (Trinket)"
"Doran's Ring","Liandry's Torment","Needlessly Large Rod","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)","void"
"Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Needlessly Large Rod","Rylai's Crystal Scepter","Seeker's Armguard","Warding Totem (Trinket)"
"Amplifying Tome","Blasting Wand","Frost Queen's Claim","Ionian Boots of Lucidity","Rylai's Crystal Scepter","Warding Totem (Trinket)","Zhonya's Hourglass"
"Frost Queen's Claim","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes","void","void"
"Boots of Speed","Fiendish Codex","Sightstone","Spellthief's Edge","Total Biscuit of Rejuvenation","Vision Ward","Warding Totem (Trinket)"
"Amplifying Tome","Frost Queen's Claim","Giant's Belt","Ionian Boots of Lucidity","Needlessly Large Rod","Sightstone","Sweeping Lens (Trinket)"
"Athene's Unholy Grail","Doran's Ring","Enchantment: Alacrity","Farsight Alteration","Frost Queen's Claim","Rabadon's Deathcap","Rylai's Crystal Scepter"
"Boots of Mobility","Frost Queen's Claim","Giant's Belt","Sightstone","Sweeping Lens (Trinket)","void","void"
"Amplifying Tome","Frost Queen's Claim","Giant's Belt","Liandry's Torment","Oracle Alteration","Sightstone","Sorcerer's Shoes"
"Blasting Wand","Farsight Alteration","Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Rylai's Crystal Scepter","void"
"Eye of the Watchers","Haunting Guise","Hunter's Potion","Sorcerer's Shoes","Sweeping Lens (Trinket)","Vision Ward","void"
"Amplifying Tome","Boots of Mobility","Frost Queen's Claim","Rylai's Crystal Scepter","Warding Totem (Trinket)","void","void"
"Doran's Ring","Doran's Ring","Morellonomicon","Rylai's Crystal Scepter","Warding Totem (Trinket)","Zhonya's Hourglass","deletedItem"
"Doran's Ring","Frost Queen's Claim","Haunting Guise","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)","void"
"Corrupting Potion","Eye of the Watchers","Liandry's Torment","Oracle Alteration","Ruby Crystal","Sorcerer's Shoes","void"
"Frost Queen's Claim","Haunting Guise","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes","Warding Totem (Trinket)","void"
"Abyssal Scepter","Frost Queen's Claim","Morellonomicon","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","deletedItem"
"Amplifying Tome","Doran's Ring","Doran's Ring","Ionian Boots of Lucidity","Needlessly Large Rod","Rod of Ages","Warding Totem (Trinket)"
"Frost Queen's Claim","Haunting Guise","Ionian Boots of Lucidity","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","void"
"Amplifying Tome","Farsight Alteration","Liandry's Torment","Needlessly Large Rod","Rod of Ages","Rylai's Crystal Scepter","deletedItem"
"Boots of Speed","Frost Queen's Claim","Rylai's Crystal Scepter","Sightstone","Sweeping Lens (Trinket)","void","void"
"Boots of Mobility","Frost Queen's Claim","Liandry's Torment","Oracle Alteration","Ruby Crystal","Rylai's Crystal Scepter","Sightstone"
"Boots of Mobility","Doran's Ring","Doran's Ring","Farsight Alteration","Frost Queen's Claim","Sightstone","void"
"Blasting Wand","Frost Queen's Claim","Haunting Guise","Oracle Alteration","Sightstone","Sorcerer's Shoes","void"
"Enchantment: Alacrity","Frost Queen's Claim","Liandry's Torment","Oracle Alteration","Rylai's Crystal Scepter","Seeker's Armguard","Sightstone"
"Amplifying Tome","Frost Queen's Claim","Oracle Alteration","Ruby Crystal","Sightstone","Sorcerer's Shoes","Zhonya's Hourglass"
"Blasting Wand","Frost Queen's Claim","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)","void","void"
"Amplifying Tome","Frost Queen's Claim","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)","void","void"
"Blasting Wand","Enchantment: Alacrity","Farsight Alteration","Frost Queen's Claim","Liandry's Torment","Luden's Echo","Rylai's Crystal Scepter"
"Banshee's Veil","Enchantment: Alacrity","Frost Queen's Claim","Locket of the Iron Solari","Oracle Alteration","Rylai's Crystal Scepter","Sightstone"
"Farsight Alteration","Frost Queen's Claim","Haunting Guise","Ionian Boots of Lucidity","Rylai's Crystal Scepter","Sightstone","Vision Ward"
"Blasting Wand","Enchantment: Alacrity","Frost Queen's Claim","Needlessly Large Rod","Oracle Alteration","Rylai's Crystal Scepter","Sightstone"
"Farsight Alteration","Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Needlessly Large Rod","Rylai's Crystal Scepter","Sightstone"
"Doran's Ring","Ionian Boots of Lucidity","Liandry's Torment","Rod of Ages","Rylai's Crystal Scepter","Warding Totem (Trinket)","void"
"Boots of Mobility","Farsight Alteration","Frost Queen's Claim","Needlessly Large Rod","Rylai's Crystal Scepter","Sightstone","void"
"Doran's Ring","Farsight Alteration","Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Rylai's Crystal Scepter","void"
"Boots of Mobility","Frost Queen's Claim","Liandry's Torment","Oracle Alteration","Sightstone","Vision Ward","void"
"Farsight Alteration","Frost Queen's Claim","Liandry's Torment","Luden's Echo","Ruby Sightstone","Rylai's Crystal Scepter","Sorcerer's Shoes"
"Frost Queen's Claim","Liandry's Torment","Ruby Sightstone","Rylai's Crystal Scepter","Sorcerer's Shoes","Sweeping Lens (Trinket)","void"
"Blasting Wand","Liandry's Torment","Luden's Echo","Rabadon's Deathcap","Sorcerer's Shoes","Spellthief's Edge","Warding Totem (Trinket)"
"Amplifying Tome","Blasting Wand","Doran's Ring","Doran's Ring","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)"
"Boots of Speed","Corrupting Potion","Farsight Alteration","Frost Queen's Claim","Rylai's Crystal Scepter","Vision Ward","void"
"Amplifying Tome","Frost Queen's Claim","Ionian Boots of Lucidity","Rylai's Crystal Scepter","Sightstone","Sweeping Lens (Trinket)","void"
"Amplifying Tome","Frost Queen's Claim","Ionian Boots of Lucidity","Sightstone","Sweeping Lens (Trinket)","Zhonya's Hourglass","void"
"Frost Queen's Claim","Ionian Boots of Lucidity","Ruby Crystal","Sightstone","Sweeping Lens (Trinket)","void","void"
"Doran's Ring","Doran's Ring","Giant's Belt","Ionian Boots of Lucidity","Needlessly Large Rod","Warding Totem (Trinket)","Zhonya's Hourglass"
"Boots of Mobility","Frost Queen's Claim","Liandry's Torment","Rylai's Crystal Scepter","Sightstone","Sweeping Lens (Trinket)","void"
"Amplifying Tome","Frost Queen's Claim","Ruby Crystal","Sorcerer's Shoes","Warding Totem (Trinket)","void","void"
"Blasting Wand","Frost Queen's Claim","Haunting Guise","Ionian Boots of Lucidity","Rylai's Crystal Scepter","Sightstone","Sweeping Lens (Trinket)"
"Enchantment: Alacrity","Farsight Alteration","Frost Queen's Claim","Liandry's Torment","Luden's Echo","Needlessly Large Rod","Zhonya's Hourglass"
"Fiendish Codex","Liandry's Torment","Rylai's Crystal Scepter","Seeker's Armguard","Sorcerer's Shoes","Warding Totem (Trinket)","void"
"Blasting Wand","Doran's Ring","Farsight Alteration","Ionian Boots of Lucidity","Liandry's Torment","Refillable Potion","Rylai's Crystal Scepter"
"Amplifying Tome","Frost Queen's Claim","Morellonomicon","Oracle Alteration","Rylai's Crystal Scepter","Sorcerer's Shoes","void"
"Aether Wisp","Doran's Ring","Farsight Alteration","Liandry's Torment","Needlessly Large Rod","Rylai's Crystal Scepter","Sorcerer's Shoes"
"Boots of Speed","Doran's Ring","Liandry's Torment","Ruby Crystal","Sightstone","Sweeping Lens (Trinket)","void"
"Amplifying Tome","Doran's Ring","Frostfang","Ruby Crystal","Sightstone","Sorcerer's Shoes","Sweeping Lens (Trinket)"
"Farsight Alteration","Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Rylai's Crystal Scepter","Sightstone","void"
"Boots of Speed","Doran's Ring","Rylai's Crystal Scepter","Warding Totem (Trinket)","void","void","void"
"Blasting Wand","Enchantment: Alacrity","Farsight Alteration","Frost Queen's Claim","Haunting Guise","Rylai's Crystal Scepter","Sightstone"
"Amplifying Tome","Boots of Speed","Eye of the Watchers","Haunting Guise","Sweeping Lens (Trinket)","Total Biscuit of Rejuvenation","void"
"Doran's Ring","Frost Queen's Claim","Morellonomicon","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)","void"
"Blasting Wand","Frost Queen's Claim","Ionian Boots of Lucidity","Needlessly Large Rod","Oracle Alteration","Rylai's Crystal Scepter","Sightstone"
"Doran's Ring","Frost Queen's Claim","Haunting Guise","Ionian Boots of Lucidity","Rabadon's Deathcap","Rylai's Crystal Scepter","Warding Totem (Trinket)"
"Amplifying Tome","Boots of Speed","Frostfang","Sightstone","Sweeping Lens (Trinket)","Total Biscuit of Rejuvenation","void"
"Corrupting Potion","Liandry's Torment","Needlessly Large Rod","Rylai's Crystal Scepter","Sorcerer's Shoes","Vision Ward","Warding Totem (Trinket)"
"Frost Queen's Claim","Ionian Boots of Lucidity","Oracle Alteration","Rabadon's Deathcap","Rylai's Crystal Scepter","Sightstone","Void Staff"
"Amplifying Tome","Frost Queen's Claim","Giant's Belt","Liandry's Torment","Sightstone","Sorcerer's Shoes","Sweeping Lens (Trinket)"
"Frost Queen's Claim","Liandry's Torment","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes","void"
"Amplifying Tome","Boots of Mobility","Frost Queen's Claim","Ruby Crystal","Sightstone","Sweeping Lens (Trinket)","void"
"Amplifying Tome","Boots of Mobility","Farsight Alteration","Frostfang","Rylai's Crystal Scepter","Sightstone","Vision Ward"
"Amplifying Tome","Frost Queen's Claim","Ionian Boots of Lucidity","Needlessly Large Rod","Sightstone","Sweeping Lens (Trinket)","void"
"Blasting Wand","Farsight Alteration","Frost Queen's Claim","Haunting Guise","Ionian Boots of Lucidity","Rylai's Crystal Scepter","Sightstone"
"Blasting Wand","Enchantment: Alacrity","Frost Queen's Claim","Liandry's Torment","Oracle Alteration","Rylai's Crystal Scepter","Sightstone"
"Doran's Ring","Doran's Ring","Farsight Alteration","Frost Queen's Claim","Liandry's Torment","Needlessly Large Rod","Sorcerer's Shoes"
"Amplifying Tome","Frost Queen's Claim","Giant's Belt","Ionian Boots of Lucidity","Oracle Alteration","Sightstone","void"
"Doran's Ring","Doran's Ring","Liandry's Torment","Luden's Echo","Rylai's Crystal Scepter","Warding Totem (Trinket)","deletedItem"
"Corrupting Potion","Doran's Ring","Farsight Alteration","Liandry's Torment","Rylai's Crystal Scepter","Sorcerer's Shoes","Void Staff"
"Blasting Wand","Doran's Ring","Farsight Alteration","Haunting Guise","Rylai's Crystal Scepter","Sorcerer's Shoes","Zhonya's Hourglass"
"Boots of Speed","Corrupting Potion","Doran's Ring","Doran's Ring","Frost Queen's Claim","Needlessly Large Rod","Warding Totem (Trinket)"
"Blasting Wand","Frost Queen's Claim","Liandry's Torment","Mejai's Soulstealer","Oracle Alteration","Sightstone","Sorcerer's Shoes"
"Amplifying Tome","Doran's Ring","Farsight Alteration","Frost Queen's Claim","Rabadon's Deathcap","Rylai's Crystal Scepter","Sorcerer's Shoes"
"Doran's Ring","Farsight Alteration","Liandry's Torment","Rylai's Crystal Scepter","Seeker's Armguard","Sorcerer's Shoes","void"
"Blasting Wand","Doran's Ring","Doran's Ring","Liandry's Torment","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)"
"Frost Queen's Claim","Ionian Boots of Lucidity","Needlessly Large Rod","Negatron Cloak","Oracle Alteration","Ruby Sightstone","Rylai's Crystal Scepter"
"Amplifying Tome","Farsight Alteration","Frost Queen's Claim","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes","void"
"Boots of Speed","Doran's Ring","Doran's Ring","Frost Queen's Claim","Needlessly Large Rod","Warding Totem (Trinket)","void"
"Frost Queen's Claim","Ionian Boots of Lucidity","Rylai's Crystal Scepter","Sightstone","Sweeping Lens (Trinket)","void","void"
"Blasting Wand","Frost Queen's Claim","Liandry's Torment","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)","Zhonya's Hourglass"
"Liandry's Torment","Rabadon's Deathcap","Rylai's Crystal Scepter","Sorcerer's Shoes","Void Staff","Warding Totem (Trinket)","void"
"Boots of Mobility","Frost Queen's Claim","Haunting Guise","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","void"
"Doran's Ring","Farsight Alteration","Liandry's Torment","Luden's Echo","Needlessly Large Rod","Rod of Ages","Sorcerer's Shoes"
"Doran's Ring","Doran's Ring","Farsight Alteration","Liandry's Torment","Rylai's Crystal Scepter","Seeker's Armguard","Sorcerer's Shoes"
"Frost Queen's Claim","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)","void","void","void"
"Doran's Ring","Rod of Ages","Rylai's Crystal Scepter","Seeker's Armguard","Void Staff","Warding Totem (Trinket)","deletedItem"
"Boots of Mobility","Farsight Alteration","Frost Queen's Claim","Haunting Guise","Rylai's Crystal Scepter","Sightstone","Void Staff"
"Frost Queen's Claim","Haunting Guise","Luden's Echo","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes","Sweeping Lens (Trinket)"
"Doran's Ring","Luden's Echo","Rabadon's Deathcap","Seeker's Armguard","Sorcerer's Shoes","Warding Totem (Trinket)","void"
"Enchantment: Distortion","Frost Queen's Claim","Luden's Echo","Needlessly Large Rod","Rylai's Crystal Scepter","Sightstone","Sweeping Lens (Trinket)"
"Frost Queen's Claim","Haunting Guise","Ionian Boots of Lucidity","Rylai's Crystal Scepter","Vision Ward","Warding Totem (Trinket)","void"
"Blasting Wand","Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Oracle Alteration","Rylai's Crystal Scepter","Sightstone"
"Frost Queen's Claim","Liandry's Torment","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes","void"
"Aether Wisp","Frost Queen's Claim","Rod of Ages","Rylai's Crystal Scepter","Sorcerer's Shoes","Sweeping Lens (Trinket)","void"
"Frost Queen's Claim","Ionian Boots of Lucidity","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","Vision Ward","void"
"Farsight Alteration","Liandry's Torment","Needlessly Large Rod","Rod of Ages","Rylai's Crystal Scepter","Sorcerer's Shoes","Void Staff"
"Frost Queen's Claim","Ruby Crystal","Sightstone","Sorcerer's Shoes","Sweeping Lens (Trinket)","void","void"
"Liandry's Torment","Luden's Echo","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes","Warding Totem (Trinket)","void"
"Frost Queen's Claim","Haunting Guise","Ionian Boots of Lucidity","Oracle Alteration","Ruby Sightstone","void","void"
"Amplifying Tome","Blasting Wand","Eye of the Watchers","Refillable Potion","Ruby Crystal","Sorcerer's Shoes","Sweeping Lens (Trinket)"
"Amplifying Tome","Frost Queen's Claim","Liandry's Torment","Needlessly Large Rod","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)"
"Frost Queen's Claim","Giant's Belt","Liandry's Torment","Needlessly Large Rod","Sorcerer's Shoes","Warding Totem (Trinket)","void"
"Abyssal Scepter","Frost Queen's Claim","Ionian Boots of Lucidity","Morellonomicon","Rylai's Crystal Scepter","Warding Totem (Trinket)","void"
"Blasting Wand","Doran's Ring","Haunting Guise","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)","Zhonya's Hourglass"
